,Name,Role,Real_Name,Attr,Gender,Race,Appearance
733,Hugh,Not in the game,Hugh,Monsters,Male,Caucasian,Dead Kids
734,Park_County_Pee-Wee_Hockey_Team,Not in the game,Park County Pee-Wee Hockey Team,Groups and Cliques,Male,Unknown,Unknown
735,Taylor_Swift,Not in the game,Taylor Swift,Uncategorized,Female,Caucasian,HappyHolograms|#HappyHolograms
736,India_Manufacturing_Inc._Workers,Not in the game,India Manufacturing Inc. Workers,Monsters,Male,Unknown,Unknown
737,Big_Mesquite_Murph,Not in the game,Big Mesquite Murph,Uncategorized,Male,Caucasian,Shots|Shots!!!
738,Ms._Ellen,Not in the game,Ms. Ellen,School Faculty,Female,Arab,Tom's Rhinoplasty
739,Sylvester,Not in the game,Sylvester,Animals,Male,Canine,Big Gay Al's Big Gay Boat Ride
740,Bea_Arthur,Not in the game,Bea Arthur,Uncategorized,Female,Caucasian,Dead Celebrities
741,Matti_Vanhanen,Not in the game,Matti Vanhanen,Political Celebrities,Male,Unknown,Pinewood Derby
742,Kenny\'s_Cat,Not in the game,Kenny\'s Cat,Animals,Unknown,Unknown,Unknown
743,Schroeder,Not in the game,Schroeder,Monsters,Male,Unknown,Something You Can Do with Your Finger
744,Michael_(Zipline_Guide),Not in the game,Michael (Zipline Guide),Uncategorized,Male,Unknown,I Should Have Never Gone Ziplining
745,Pentagon_Commander,Not in the game,Pentagon Commander,Uncategorized,Male,Caucasian,AWESOM-O
746,Bobby,Not in the game,Bobby,4th Graders,Male,Caucasian,Faith Hilling
747,Jack_Sparrow,Not in the game,Jack Sparrow,Monsters,Male,Caucasian,Band in China
748,"Tom_(""Ike\'s_Wee_Wee"")",Not in the game,"Tom (""Ike\'s Wee Wee"")",Uncategorized,Unknown,Unknown,Unknown
749,Snowball,Not in the game,Snowball,Religious Figures,Male,Rabbit,Fantastic Easter Special
750,Alex_Glick,Not in the game,Alex Glick,Monsters,Male,Unknown,Red Man's Greed
751,Aslan_the_Lion,Not in the game,Aslan the Lion,Monsters,Male,Lion,Here Comes the Neighborhood
752,Mike_Thompson,Not in the game,Mike Thompson,Television‎ Celebrities,Male,Caucasian,Raising the Bar
753,Chief_Scientist,Not in the game,Chief Scientist,Monsters,Male,Caucasian,The Pandemic Special
754,Rachel,Not in the game,Rachel,Uncategorized,Female,Unknown,Marjorine
755,Marcia_Wallace,Not in the game,Marcia Wallace,Monsters,Female,Caucasian,Super Best Friends
756,Queen_of_Canada,Not in the game,Queen of Canada,Uncategorized,Female,Caucasian,Royal Pudding
757,Brad_Morgan,Not in the game,Brad Morgan,Uncategorized,Male,Unknown,Goobacks
758,Alexandra_Cartman,Not in the game,Alexandra Cartman,5th-9th Graders,Female,Caucasian,Merry Christmas Charlie Manson!
759,Skeeter\'s_Friends,Not in the game,Skeeter\'s Friends,Uncategorized,Unknown,Unknown,Unknown
760,Yo_Gabba_Gabba!,Not in the game,Yo Gabba Gabba#Brobee,Monsters,Unknown,Unknown,Unknown
761,Jeffrey_Dahmer,Not in the game,Jeffrey Dahmer,Criminal Celebrities,Male,Caucasian,Mr. Hankey's Christmas Classics
762,Blink-182,Not in the game,Blink-182,Music Celebrities,Male,Unknown,Unknown
763,Han_Seung-soo,Not in the game,Han Seung-soo,Political Celebrities,Male,Korean,Pinewood Derby
764,Gay_Cowboys,Not in the game,Gay Cowboys,Uncategorized,Male,Caucasian,Chef's Chocolate Salty Balls
765,Jada_Pinkett_Smith,Not in the game,Jada Pinkett Smith,Uncategorized,Female,African-American,Unknown
766,Mayor\'s_Rival,Not in the game,Mayor\'s Rival,Uncategorized,Unknown,Unknown,Unknown
767,The_Coon_(Character),Not in the game,The Coon (Character),Monsters,Male,Half-Man Half-Coon,Unknown
768,Darryl_Weathers,Not in the game,Darryl Weathers,Uncategorized,Male,Unknown,Goobacks
769,Jehovah\'s_Witnesses,Not in the game,Jehovah\'s Witnesses,Monsters,Unknown,Unknown,Unknown
770,Danica_Patrick,Not in the game,Danica Patrick,Uncategorized,Female,Caucasian,Poor and Stupid
771,Keenan_Williams,Not in the game,Keenan Williams,Uncategorized,Male,Caucasian,Smug Alert!
772,Damla_Jones,Not in the game,Damla Jones,4th Graders,Female,Unknown,Freak Strike
773,Gregory,Not in the game,Gregory,4th Graders,Male,Unknown,"South Park: Bigger, Longer & Uncut"
774,Freddy_Krueger,Not in the game,Freddy Krueger,Monsters,Male,Caucasian,"Imaginationland, Episode II"
775,Bruce,Not in the game,Bruce,Uncategorized,Male,Unknown,A Very Crappy Christmas
776,Linda_Triscotti,Not in the game,Linda Triscotti,4th Graders,Female,Unknown,Go God Go
777,Sir_John_Harington,Not in the game,Sir John Harington,Uncategorized,Male,Caucasian,Reverse Cowgirl
778,Stephen_Abootman\'s_Aides,Not in the game,Stephen Abootman\'s Aides,Uncategorized,Unknown,Unknown,Unknown
779,Tommy_Fritz,Not in the game,Tommy Fritz,4th Graders,Male,Caucasian,Roger Ebert Should Lay off the Fatty Foods
780,Dr._Tristan_Adams,Not in the game,Dr. Tristan Adams,Uncategorized,Male,Caucasian,Roger Ebert Should Lay off the Fatty Foods
781,Billy_Circlovich,Not in the game,Billy Circlovich,Uncategorized,Male,Unknown,The Tooth Fairy Tats 2000
782,John_Walsh,Not in the game,John Walsh,Television‎ Celebrities,Male,Caucasian,Cartman's Mom is Still a Dirty Slut
783,Charlie_Brown,Not in the game,Charlie Brown,Monsters,Male,Unknown,A Very Crappy Christmas
784,Giant_Douche,Not in the game,Giant Douche,Monsters,Male,Unknown,Douche and Turd
785,Gary_Coleman,Not in the game,Gary Coleman,Television‎ Celebrities,Male,Unknown,Cartoon Wars Part II
786,Paul_Shaffer,Not in the game,Paul Shaffer,Uncategorized,Male,Caucasian,Fishsticks
787,Chief_Runs_With_Premise,Not in the game,Chief Runs With Premise,Uncategorized,Male,Native American,Red Man's Greed
788,Teenager_Boy_with_Blue_Bandana,Not in the game,Teenager Boy with Blue Bandana,5th-9th Graders,Male,Unknown,"Eek, A Penis!"
789,Edgar_Allan_Poe,Not in the game,Edgar Allan Poe,Historical Celebrities,Male,Unknown,Unknown
790,Record_Producer,Not in the game,Record Producer,Uncategorized,Male,Caucasian,The Cissy
791,Patrick_Duffy,Not in the game,Patrick Duffy,Television‎ Celebrities,Male,Caucasian,Volcano
792,Gary_Borkovec,Not in the game,Gary Borkovec,4th Graders,Male,Caucasian,Put It Down
793,Pat_Sajak,Not in the game,Pat Sajak,Television‎ Celebrities,Male,Caucasian,With Apologies to Jesse Jackson
794,Haps_Bar_Bartender,Not in the game,Haps Bar Bartender,Uncategorized,Male,Caucasian,Ike's Wee Wee
795,Rodriguez,Not in the game,Rodriguez,Uncategorized,Male,Unknown,"Eek, A Penis!"
796,Tron_Guy,Not in the game,Tron Guy,Internet Celebrities,Male,Caucasian,Canada on Strike
797,Whistlin\'_Willy_(Mascot),Not in the game,Whistlin\' Willy (Mascot),Monsters,Unknown,Unknown,Unknown
798,Uncle_Sam,Not in the game,Uncle Sam,Political Celebrities,Male,Caucasian,"South Park: Bigger, Longer & Uncut"
799,Japanese_Singer,Not in the game,Japanese Singer,Uncategorized,Male,Japanese,Mecha-Streisand
800,Pope_Francis,Not in the game,Pope Francis,Religious Figures,Male,Caucasian,The Hobbit
801,Wieners_Out_(Movement),Not in the game,Wieners Out (Movement),Uncategorized,Male,Unknown,Wieners Out
802,Cartman\'s_Father_(Unaired_Pilot),Not in the game,Cartman\'s Father (Unaired Pilot),Uncategorized,Unknown,Unknown,Unknown
803,William_P._Phineas,Not in the game,William P. Phineas,Uncategorized,Male,Caucasian,The Return of Chef
804,David_Carradine,Not in the game,David Carradine,Uncategorized,Male,Caucasian,Dead Celebrities
805,Gelgameks,Not in the game,Gelgameks,Aliens,Unknown,Gelgamek,Red Hot Catholic Love
806,Scott_Tenorman,Not in the game,Scott Tenorman,5th-9th Graders,Male,European-American,Scott Tenorman Must Die
807,Geeky_Computer_Guys,Not in the game,Geeky Computer Guys,Uncategorized,Male,Caucasian,Fourth Grade
808,Raila_Odinga,Not in the game,Raila Odinga,Political Celebrities,Male,Unknown,Pinewood Derby
809,Wilson_Aubry,Not in the game,Wilson Aubry,Uncategorized,Male,Caucasian,Franchise Prequel
810,Tad_Mikowski,Not in the game,Tad Mikowski,Uncategorized,Male,Caucasian,Asspen
811,Kevern_Zaksor,Not in the game,Kevern Zaksor,Aliens,Male,Unknown,Pinewood Derby
812,Wrestling_Tryout_Participants,Not in the game,Wrestling Tryout Participants,Uncategorized,Male,Unknown,Unknown
813,Dorky_Girl,Not in the game,Dorky Girl,Uncategorized,Female,Unknown,Asspen
814,Mike_Cooper,Not in the game,Mike,4th Graders,Male,Unknown,Dances with Smurfs
815,Satan,Not in the game,Satan,Religious Figures,Male,Fallen Angel<br>Demon,Damien
816,Mr._Donaldson,Not in the game,Mr. Donaldson,Uncategorized,Male,Unknown,Le Petit Tourette
817,Jason_Bell,Not in the game,Jason Bell,Uncategorized,Male,Caucasian,Toilet Paper
818,John_Wilkes_Booth,Not in the game,John Wilkes Booth,Criminal Celebrities,Male,Caucasian,Super Best Friends
819,Pharaoh_of_Egypt,Not in the game,Pharaoh of Egypt,Religious Figures,Male,Middle Eastern,Jewpacabra
820,Weatherhead_Kids,Not in the game,Weatherhead Kids,Uncategorized,Unknown,Unknown,Unknown
821,Lil\'_Sheep,Not in the game,Lil\' Sheep,Uncategorized,Unknown,Unknown,Unknown
822,Roger_Goodell,Not in the game,Roger Goodell,Sports Celebrities,Male,Caucasian,Sarcastaball
823,Moira_McArthur,Not in the game,Moira McArthur,Uncategorized,Female,Caucasian,Pandemic
824,The_Llama_Brothers,Not in the game,The Llama Brothers,Uncategorized,Male,Unknown,Unknown
825,Mr._Conners,Not in the game,Mr. Conners,School Faculty,Male,Unknown,W.T.F.
826,Caitlyn_Jenner,Not in the game,Caitlyn Jenner,Television‎ Celebrities,Female,Caucasian,The Tale of Scrotie McBoogerballs
827,KOK-A-3,Not in the game,KOK-A-3,Uncategorized,Unknown,Unknown,Go God Go XII
828,Mrs._Testaburger,Not in the game,Mrs. Testaburger,Uncategorized,Female,Unknown,Bebe's Boobs Destroy Society
829,Alien_Conspiracy_Hobo,Not in the game,Alien Conspiracy Hobo,Uncategorized,Male,Zombie,South Park: The Stick of Truth
830,Super_Adventure_Club,Not in the game,Super Adventure Club,Monsters,Male,Unknown,Unknown
831,Mrs._Tenorman,Not in the game,Mrs. Tenorman,Uncategorized,Female,Caucasian,Scott Tenorman Must Die
832,Emir_Hadi,Not in the game,Emir Hadi,Uncategorized,Male,Unknown,D-Yikes!
833,Louis_Handler,Not in the game,Louis Handler,Uncategorized,Male,Caucasian,Tweek vs. Craig
834,Miss_Havisham,Not in the game,Miss Havisham,Uncategorized,Female,Caucasian,Pip
835,Queer_Eye_for_the_Straight_Guy,Not in the game,Queer Eye for the Straight Guy,Monsters,Male,Unknown,Unknown
836,Eric_Roberts,Not in the game,Eric Roberts,Uncategorized,Male,Unknown,Cartman's Mom is Still a Dirty Slut
837,Blue_Team,Not in the game,Blue Team,Uncategorized,Male,Unknown,Unknown
838,Dane_Cook,Not in the game,Dane Cook,Uncategorized,Male,Caucasian,Funnybot
839,Pete_Thelman_(Goth),Not in the game,Pete,4th Graders,Male,Unknown,Raisins
840,Girls\'_Volleyball_Coach,Not in the game,Girls\' Volleyball Coach,School Faculty,Unknown,Unknown,Unknown
841,Tom_Green,Not in the game,Tom Green,Uncategorized,Male,Caucasian,Fat Camp
842,Paul_Watson,Not in the game,Paul Watson,Television‎ Celebrities,Male,Unknown,Whale Whores
843,Crystal_White,Not in the game,Crystal White,Uncategorized,Female,Caucasian,Splatty Tomato
844,Brad_Davis,Not in the game,Brad Davis,Uncategorized,Male,Unknown,About Last Night...
845,Britney_Spears,Not in the game,Britney Spears,Music Celebrities,Female,Unknown,The Succubus
846,Gandalf_the_Grey,Not in the game,Gandalf the Grey,Monsters,Male,Caucasian,"Imaginationland, Episode II"
847,Brett,Not in the game,Brett,Uncategorized,Male,Unknown,Guitar Queer-O
848,Canadian_Border_Wall_Guard,Not in the game,Canadian Border Wall Guard,Uncategorized,Male,Unknown,Where My Country Gone?
849,Girl_with_Brown_Coat,Not in the game,Girl with Brown Coat,Monsters,Female,Unknown,T.M.I.
850,Ms._Gorache,Not in the game,Ms. Gorache,Uncategorized,Female,Unknown,Red Hot Catholic Love
851,Jesus_and_Pals_Producer,Not in the game,Jesus and Pals Producer,Uncategorized,Female,Caucasian,The Mexican Staring Frog of Southern Sri Lanka
852,"Billy_(""Sons_A_Witches"")",Not in the game,"Billy (""Sons A Witches"")",Uncategorized,Male,Caucasian,Sons A Witches
853,6th_Grader_Girl_with_Violet_Shirt,Not in the game,6th Grader Girl with Violet Shirt,Uncategorized,Female,Unknown,Unknown
854,Kelly_Morris,Not in the game,Kelly Morris,4th Graders,Female,Caucasian,Put It Down
855,Zhongnanhai_Secretary,Not in the game,Zhongnanhai Secretary,Uncategorized,Female,Asian,Tweek x Craig
856,Tiger_Woods,Not in the game,Tiger Woods,Sports Celebrities,Male,Asian/African-American,Sexual Healing
857,Krishna,Not in the game,Krishna,Religious Figures,Male,Unknown,Super Best Friends
858,Strawberry_Shortcake,Not in the game,Strawberry Shortcake,Monsters,Female,Caucasian,Imaginationland
859,Martin_Harris,Not in the game,Martin Harris,Historical Celebrities,Male,Caucasian,All About Mormons
860,Mrs._Rodriguez,Not in the game,Mrs. Rodriguez,Uncategorized,Female,Latina,You're Not Yelping
861,Nurse_Jillian,Not in the game,Nurse Jillian,Uncategorized,Female,Caucasian,Bebe's Boobs Destroy Society
862,Ashley,Not in the game,Ashley,4th Graders,Female,Caucasian,Butters' Bottom Bitch
863,Mr._Davis,Not in the game,Mr. Davis,Uncategorized,Male,Caucasian,The Entity
864,Mark_Fuhrman,Not in the game,Mark Fuhrman,Uncategorized,Male,Caucasian,With Apologies to Jesse Jackson
865,Predator,Not in the game,Predator,Aliens,Male,"Yautja, Alien-Humanoid",Butters' Very Own Episode
866,Todd,Not in the game,Todd,Uncategorized,Male,Unknown,South Park: The Fractured But Whole
867,Alexa,Not in the game,Alexa,Uncategorized,Female,Unknown,White People Renovating Houses
868,Suzanne_Somers,Not in the game,Suzanne Somers,Uncategorized,Female,Unknown,Death
869,John_Howard,Not in the game,John Howard,Political Celebrities,Male,Unknown,Pinewood Derby
870,Unnamed_Goth_Girl,Not in the game,Unnamed Goth Girl,Monsters,Female,Caucasian,Goobacks
871,Ted,Not in the game,Ted,Uncategorized,Male,Unknown,Volcano
872,Sid_Greenfield,Not in the game,Sid Greenfield,Uncategorized,Male,Unknown,Cartman's Mom is Still a Dirty Slut
873,Bryan_Adams,Not in the game,Bryan Adams,Music Celebrities,Male,Unknown,Royal Pudding
874,Mr._T,Not in the game,Mr. T,Television‎ Celebrities,Male,African-American,Ike's Wee Wee
875,Gene_Hackman,Not in the game,Gene Hackman,Political Celebrities,Male,Caucasian,Krazy Kripples
876,The_Burger_King_Bandits,Not in the game,The Burger King Bandits,Monsters,Male,Unknown,Unknown
877,Mr._Stevenson,Not in the game,Mr. Stevenson,Monsters,Male,Caucasian,Obama Wins!
878,Boy_with_C_Cap,Not in the game,Boy with C Cap,Monsters,Male,Unknown,The Succubus
879,Stupid_Spoiled_Whore_Teenage_Girls,Not in the game,Stupid Spoiled Whore Teenage Girls,Uncategorized,Female,Unknown,Stupid Spoiled Whore Video Playset
880,Franz,Not in the game,Franz,Uncategorized,Male,Unknown,Super Fun Time
881,Thor,Not in the game,Thor,Monsters,Male,Asgardian,Band in China
882,Drew_Carey,Not in the game,Drew Carey,Television‎ Celebrities,Male,Unknown,It Hits the Fan
883,Shinzo_Abe,Not in the game,Shinzo Abe,Uncategorized,Male,Japanese,Handicar
884,Bill_Stewart,Not in the game,Bill Stewart,Uncategorized,Male,Unknown,Grey Dawn
885,Felipe_Calder%C3%B3n,Not in the game,Felipe Calderón,Political Celebrities,Male,Hispanic,Pinewood Derby
886,J.J._Abrams,Not in the game,J.J. Abrams,Uncategorized,Male,Unknown,Member Berries
887,Max_Weinberg,Not in the game,Max Weinberg,Television‎ Celebrities,Male,Unknown,"South Park: Bigger, Longer & Uncut"
888,Moroni,Not in the game,Moroni,Uncategorized,Male,Unknown,All About Mormons
889,Carlos,Not in the game,Carlos,Uncategorized,Male,Latino,My Future Self n' Me
890,"Obese_Man_(""Raising_the_Bar"")",Not in the game,"Obese Man (""Raising the Bar"")",Uncategorized,Male,Caucasian,Raising the Bar
891,The_Foley_Kids,Not in the game,The Foley Kids,Uncategorized,Unknown,Unknown,Ginger Kids
892,Najix,Not in the game,Najix,Aliens,Male,Alien,Cancelled
893,David_Palmer,Not in the game,David Palmer,Uncategorized,Male,Unknown,Super Fun Time
894,National_Security_Agency,Not in the game,National Security Agency,Monsters,Male,Unknown,Unknown
895,Alien_Pilots,Not in the game,Alien Pilots,Uncategorized,Unknown,Alien,South Park: The Stick of Truth
896,Benjamin_Franklin,Not in the game,Benjamin Franklin,Historical Celebrities,Male,Unknown,I'm a Little Bit Country
897,Ozzy_Osbourne,Not in the game,Ozzy Osbourne,Music Celebrities,Male,Unknown,Chef Aid
898,Ted_(Planned_Parenthood_Doctor),Not in the game,Ted (Planned Parenthood Doctor),Uncategorized,Male,Caucasian,Cartmanland
899,Peetie_the_Sexual_Harassment_Panda,Not in the game,Peetie the Sexual Harassment Panda,Monsters,Male,Unknown,Sexual Harassment Panda
900,Agent_Fields,Not in the game,Agent Fields,Uncategorized,Male,Unknown,Starvin' Marvin in Space
901,Mr._Stevens,Not in the game,Mr. Stevens,Uncategorized,Male,Unknown,Stupid Spoiled Whore Video Playset
902,Vosky,Not in the game,Vosky,Uncategorized,Male,Unknown,Super Fun Time
903,Mr._Ose,Not in the game,Mr. Ose,Uncategorized,Male,Japanese,Chinpokomon
904,Asian_Girls,Not in the game,Asian Girls,Groups and Cliques,Female,Unknown,Unknown
905,Officer_Johnson,Not in the game,Officer Johnson,Uncategorized,Male,Caucasian,The China Probrem
906,Ann_Curry,Not in the game,Ann Curry,Uncategorized,Female,Unknown,The Tale of Scrotie McBoogerballs
907,Internet_Refugee_Camp_Volunteers,Not in the game,Internet Refugee Camp Volunteers,Uncategorized,Unknown,Unknown,Unknown
908,Barry_Bonds,Not in the game,Barry Bonds,Sports Celebrities,Male,African-American,Up the Down Steroid
909,Mr._Garrett,Not in the game,Mr. Garrett,School Faculty,Male,Unknown,Elementary School Musical
910,Freja_Ollegard,Not in the game,Freja Ollegard,Fictional Celebrities,Female,Danish,Skank Hunt
911,Clone_Stan_Marsh,Not in the game,Clone Stan Marsh,Monsters,Male,Caucasian,An Elephant Makes Love to a Pig
912,Joseph_Smith,Not in the game,Joseph Smith,Religious Figures,Male,Unknown,Super Best Friends
913,Unnamed_Interior_Designer,Not in the game,Unnamed Interior Designer,Monsters,Female,Caucasian,The Cissy
914,Liza_Nelson,Not in the game,Liza Nelson,Uncategorized,Female,Asian-American,The City Part of Town
915,Johnny_Manymoons,Not in the game,Johnny Manymoons,Uncategorized,Male,Unknown,Red Man's Greed
916,Firkle_Smith,Not in the game,Firkle,Uncategorized,Male,Unknown,Raisins
917,Chinese_Shopkeeper,Not in the game,Chinese Shopkeeper,Uncategorized,Female,Chinese,Band in China
918,Mental_Asylum_Warden,Not in the game,Mental Asylum Warden,Uncategorized,Male,Unknown,South Park: Post Covid
919,Hat_McCullough,Not in the game,Hat McCullough,Uncategorized,Male,Caucasian,Free Hat
920,Janet_Reno,Not in the game,Janet Reno,Uncategorized,Female,Caucasian,Quintuplets 2000
921,Sandy_Cervix,Not in the game,Sandy Cervix,Fictional Celebrities,Male,Caucasian,Funnybot
922,J.J._Watt,Not in the game,J.J. Watt,Sports Celebrities,Male,Caucasian,HappyHolograms|#HappyHolograms
923,Smoking_Boys,Not in the game,Smoking Boys,Uncategorized,Male,Unknown,The Tooth Fairy Tats 2000
924,Fingerbang,Not in the game,Fingerbang,Monsters,Male,Unknown,Unknown
925,Peter_Griffin,Not in the game,Peter Griffin,Monsters,Male,Unknown,Cartoon Wars Part I
926,Sex_Pistols,Not in the game,Sex Pistols,Music Celebrities,Unknown,Unknown,Unknown
927,Kevin_McCormick,Not in the game,Kevin McCormick,5th-9th Graders,Male,Unknown,Starvin' Marvin
928,Mrs._Trumski,Not in the game,Mrs. Trumski,Uncategorized,Female,Caucasian,Bass to Mouth
929,Madonna,Not in the game,Madonna,Music Celebrities,Female,Caucasian,Kenny Dies
